tile,dec,ra
CFIS_LSB.383.268.r,44.0,266.21632767969396
CFIS_LSB.383.269.r,44.5,268.4891404233857
CFIS_LSB.383.270.r,45.0,270.8218971944477
CFIS_LSB.383.271.r,45.5,273.2165342275684
CFIS_LSB.383.272.r,46.0,275.67507733832656
CFIS_LSB.384.238.r,29.0,219.52398103167747
CFIS_LSB.384.239.r,29.5,220.59946398427212
CFIS_LSB.384.240.r,30.0,221.70250336881628
CFIS_LSB.384.241.r,30.5,222.83368392686847
CFIS_LSB.384.242.r,31.0,223.99361226534344
CFIS_LSB.384.243.r,31.5,225.18291774988973
CFIS_LSB.384.244.r,32.0,226.40225344552252
CFIS_LSB.384.245.r,32.5,227.65229710735883
CFIS_LSB.384.246.r,33.0,228.93375222450192
CFIS_LSB.384.247.r,33.5,230.2473491203388
CFIS_LSB.384.248.r,34.0,231.59384611274984
CFIS_LSB.384.249.r,34.5,232.97403073798026
CFIS_LSB.384.250.r,35.0,234.38872104219956
CFIS_LSB.384.251.r,35.5,235.83876694506898
CFIS_LSB.384.252.r,36.0,237.3250516799596
CFIS_LSB.384.253.r,36.5,238.8484933158107
CFIS_LSB.384.254.r,37.0,240.41004636599533
CFIS_LSB.384.255.r,37.5,242.01070348997078
CFIS_LSB.384.256.r,38.0,243.6514972939351
CFIS_LSB.384.257.r,38.5,245.3335022371966
CFIS_LSB.384.258.r,39.0,247.05783665148812
CFIS_LSB.384.259.r,39.5,248.82566488103362
CFIS_LSB.384.260.r,40.0,250.6381995517975
CFIS_LSB.384.261.r,40.5,252.49670397903068
CFIS_LSB.384.262.r,41.0,254.40249472297174
CFIS_LSB.384.263.r,41.5,256.3569443033746
CFIS_LSB.384.264.r,42.0,258.3614840844242
CFIS_LSB.384.265.r,42.5,260.41760734257736
CFIS_LSB.384.266.r,43.0,262.5268725309303
CFIS_LSB.384.267.r,43.5,264.69090675488945
CFIS_LSB.384.268.r,44.0,266.91140947520233
CFIS_LSB.384.269.r,44.5,269.1901564558228
CFIS_LSB.384.270.r,45.0,271.5290039756342
CFIS_LSB.384.271.r,45.5,273.92989332476833
CFIS_LSB.385.238.r,29.0,220.09565806561412
CFIS_LSB.385.239.r,29.5,221.1739417550645
CFIS_LSB.385.240.r,30.0,222.2798536380059
CFIS_LSB.385.241.r,30.5,223.41397997876135
CFIS_LSB.385.242.r,31.0,224.5769289639511
CFIS_LSB.385.243.r,31.5,225.76933159819674
CFIS_LSB.385.244.r,32.0,226.99184264720355
CFIS_LSB.385.245.r,32.5,228.24514163107594
CFIS_LSB.385.246.r,33.0,229.52993387091988
CFIS_LSB.385.247.r,33.5,230.84695159200635
CFIS_LSB.385.248.r,34.0,232.1969550870018
CFIS_LSB.385.249.r,34.5,233.58073394302707
CFIS_LSB.385.250.r,35.0,234.9991083365803
CFIS_LSB.385.251.r,35.5,236.4529304006551
CFIS_LSB.385.252.r,36.0,237.9430856687095
CFIS_LSB.385.253.r,36.5,239.47049460048729
CFIS_LSB.385.254.r,37.0,241.03611419507345
CFIS_LSB.385.255.r,37.5,242.64093969697592
CFIS_LSB.385.256.r,38.0,244.2860064014714
CFIS_LSB.385.257.r,38.5,245.9723915659393
CFIS_LSB.385.258.r,39.0,247.7012164344347
CFIS_LSB.385.259.r,39.5,249.47364838332797
CFIS_LSB.385.260.r,40.0,251.29090319646363
CFIS_LSB.385.261.r,40.5,253.1542474789761
CFIS_LSB.385.262.r,41.0,255.06500121964615
CFIS_LSB.385.263.r,41.5,257.02454051249794
CFIS_LSB.385.264.r,42.0,259.0343004492274
CFIS_LSB.385.265.r,42.5,261.095778195032
CFIS_LSB.385.266.r,43.0,263.21053626147955
CFIS_LSB.385.267.r,43.5,265.3802059912303
CFIS_LSB.385.268.r,44.0,267.60649127071065
CFIS_LSB.385.269.r,44.5,269.8911724882598
CFIS_LSB.385.270.r,45.0,272.2361107568208
CFIS_LSB.385.271.r,45.5,274.6432524219682
CFIS_LSB.386.238.r,29.0,220.66733509955077
CFIS_LSB.386.239.r,29.5,221.74841952585686
CFIS_LSB.386.240.r,30.0,222.85720390719553
CFIS_LSB.386.241.r,30.5,223.99427603065425
CFIS_LSB.386.242.r,31.0,225.16024566255876
CFIS_LSB.386.243.r,31.5,226.35574544650373
CFIS_LSB.386.244.r,32.0,227.58143184888462
CFIS_LSB.386.245.r,32.5,228.83798615479301
CFIS_LSB.386.246.r,33.0,230.12611551733787
CFIS_LSB.386.247.r,33.5,231.4465540636739
CFIS_LSB.386.248.r,34.0,232.80006406125375
CFIS_LSB.386.249.r,34.5,234.1874371480739
CFIS_LSB.386.250.r,35.0,235.60949563096102
CFIS_LSB.386.251.r,35.5,237.06709385624123
CFIS_LSB.386.252.r,36.0,238.56111965745941
CFIS_LSB.386.253.r,36.5,240.09249588516388
CFIS_LSB.386.254.r,37.0,241.66218202415155
CFIS_LSB.386.255.r,37.5,243.27117590398103
CFIS_LSB.386.256.r,38.0,244.92051550900769
CFIS_LSB.386.257.r,38.5,246.611280894682
CFIS_LSB.386.258.r,39.0,248.34459621738128
CFIS_LSB.386.259.r,39.5,250.12163188562235
CFIS_LSB.386.260.r,40.0,251.94360684112976
CFIS_LSB.386.261.r,40.5,253.81179097892147
CFIS_LSB.386.262.r,41.0,255.72750771632056
CFIS_LSB.386.263.r,41.5,257.69213672162135
CFIS_LSB.386.264.r,42.0,259.7071168140306
CFIS_LSB.386.265.r,42.5,261.7739490474866
CFIS_LSB.386.266.r,43.0,263.89419999202886
CFIS_LSB.386.267.r,43.5,266.06950522757114
CFIS_LSB.386.268.r,44.0,268.30157306621896
CFIS_LSB.386.269.r,44.5,270.5921885206968
CFIS_LSB.386.270.r,45.0,272.94321753800733
CFIS_LSB.386.271.r,45.5,275.35661151916815
CFIS_LSB.387.238.r,29.0,221.23901213348742
CFIS_LSB.387.239.r,29.5,222.32289729664924
CFIS_LSB.387.240.r,30.0,223.43455417638515
CFIS_LSB.387.241.r,30.5,224.57457208254712
CFIS_LSB.387.242.r,31.0,225.74356236116643
CFIS_LSB.387.243.r,31.5,226.94215929481075
CFIS_LSB.387.244.r,32.0,228.17102105056566
CFIS_LSB.387.245.r,32.5,229.4308306785101
CFIS_LSB.387.246.r,33.0,230.72229716375583
CFIS_LSB.387.247.r,33.5,232.04615653534145
CFIS_LSB.387.248.r,34.0,233.40317303550572
CFIS_LSB.387.249.r,34.5,234.79414035312072
CFIS_LSB.387.250.r,35.0,236.21988292534175
CFIS_LSB.387.251.r,35.5,237.68125731182732
CFIS_LSB.387.252.r,36.0,239.1791536462093
CFIS_LSB.387.253.r,36.5,240.71449716984048
CFIS_LSB.387.254.r,37.0,242.28824985322967
CFIS_LSB.387.255.r,37.5,243.90141211098617
CFIS_LSB.387.256.r,38.0,245.555024616544
CFIS_LSB.387.257.r,38.5,247.2501702234247
CFIS_LSB.387.258.r,39.0,248.98797600032788
CFIS_LSB.387.259.r,39.5,250.7696153879167
CFIS_LSB.387.260.r,40.0,252.59631048579593
CFIS_LSB.387.261.r,40.5,254.46933447886687
CFIS_LSB.387.262.r,41.0,256.39001421299497
CFIS_LSB.387.263.r,41.5,258.3597329307447
CFIS_LSB.387.264.r,42.0,260.37993317883377
CFIS_LSB.387.265.r,42.5,262.45211989994124
CFIS_LSB.387.266.r,43.0,264.5778637225782
CFIS_LSB.387.267.r,43.5,266.758804463912
CFIS_LSB.387.268.r,44.0,268.99665486172734
CFIS_LSB.387.269.r,44.5,271.2932045531339
CFIS_LSB.387.270.r,45.0,273.6503243191939
CFIS_LSB.387.271.r,45.5,276.0699706163681
CFIS_LSB.388.238.r,29.0,221.8106891674241
CFIS_LSB.388.239.r,29.5,222.89737506744163
CFIS_LSB.388.240.r,30.0,224.01190444557477
CFIS_LSB.388.241.r,30.5,225.15486813444002
CFIS_LSB.388.242.r,31.0,226.32687905977411
CFIS_LSB.388.243.r,31.5,227.52857314311774
CFIS_LSB.388.244.r,32.0,228.76061025224672
CFIS_LSB.388.245.r,32.5,230.02367520222717
CFIS_LSB.388.246.r,33.0,231.31847881017381
CFIS_LSB.388.247.r,33.5,232.645759007009
CFIS_LSB.388.248.r,34.0,234.00628200975765
CFIS_LSB.388.249.r,34.5,235.40084355816754
CFIS_LSB.388.250.r,35.0,236.83027021972248
CFIS_LSB.388.251.r,35.5,238.29542076741345
CFIS_LSB.388.252.r,36.0,239.7971876349592
CFIS_LSB.388.253.r,36.5,241.33649845451706
CFIS_LSB.388.254.r,37.0,242.9143176823078
CFIS_LSB.388.255.r,37.5,244.5316483179913
CFIS_LSB.388.256.r,38.0,246.18953372408026
CFIS_LSB.388.257.r,38.5,247.8890595521674
CFIS_LSB.388.258.r,39.0,249.63135578327444
CFIS_LSB.388.259.r,39.5,251.41759889021105
CFIS_LSB.388.260.r,40.0,253.24901413046206
CFIS_LSB.388.261.r,40.5,255.12687797881225
CFIS_LSB.388.262.r,41.0,257.05252070966935
CFIS_LSB.388.263.r,41.5,259.0273291398681
CFIS_LSB.388.264.r,42.0,261.05274954363693
CFIS_LSB.388.265.r,42.5,263.13029075239587
CFIS_LSB.388.266.r,43.0,265.2615274531274
CFIS_LSB.388.267.r,43.5,267.4481037002529
CFIS_LSB.388.268.r,44.0,269.69173665723565
CFIS_LSB.388.269.r,44.5,271.99422058557093
CFIS_LSB.388.270.r,45.0,274.35743110038044
CFIS_LSB.389.238.r,29.0,222.38236620136075
CFIS_LSB.389.239.r,29.5,223.47185283823399
CFIS_LSB.389.240.r,30.0,224.5892547147644
CFIS_LSB.389.241.r,30.5,225.7351641863329
CFIS_LSB.389.242.r,31.0,226.91019575838178
CFIS_LSB.389.243.r,31.5,228.11498699142476
CFIS_LSB.389.244.r,32.0,229.35019945392776
CFIS_LSB.389.245.r,32.5,230.61651972594424
CFIS_LSB.389.246.r,33.0,231.91466045659178
CFIS_LSB.389.247.r,33.5,233.24536147867656
CFIS_LSB.389.248.r,34.0,234.60939098400962
CFIS_LSB.389.249.r,34.5,236.00754676321438
CFIS_LSB.389.250.r,35.0,237.4406575141032
CFIS_LSB.389.251.r,35.5,238.90958422299957
CFIS_LSB.389.252.r,36.0,240.4152216237091
CFIS_LSB.389.253.r,36.5,241.95849973919366
CFIS_LSB.389.254.r,37.0,243.5403855113859
CFIS_LSB.389.255.r,37.5,245.16188452499645
CFIS_LSB.389.256.r,38.0,246.82404283161657
CFIS_LSB.389.257.r,38.5,248.5279488809101
CFIS_LSB.389.258.r,39.0,250.27473556622104
CFIS_LSB.389.259.r,39.5,252.0655823925054
CFIS_LSB.389.260.r,40.0,253.9017177751282
CFIS_LSB.389.261.r,40.5,255.78442147875765
CFIS_LSB.389.262.r,41.0,257.7150272063438
CFIS_LSB.389.263.r,41.5,259.69492534899143
CFIS_LSB.389.264.r,42.0,261.72556590844016
CFIS_LSB.389.265.r,42.5,263.8084616048505
CFIS_LSB.389.266.r,43.0,265.94519118367674
CFIS_LSB.389.267.r,43.5,268.13740293659373
CFIS_LSB.389.268.r,44.0,270.386818452744
CFIS_LSB.389.269.r,44.5,272.695236618008
CFIS_LSB.389.270.r,45.0,275.064537881567
CFIS_LSB.390.238.r,29.0,222.9540432352974
CFIS_LSB.390.239.r,29.5,224.04633060902637
CFIS_LSB.390.240.r,30.0,225.16660498395404
CFIS_LSB.390.241.r,30.5,226.3154602382258
CFIS_LSB.390.242.r,31.0,227.49351245698944
CFIS_LSB.390.243.r,31.5,228.70140083973175
CFIS_LSB.390.244.r,32.0,229.9397886556088
CFIS_LSB.390.245.r,32.5,231.20936424966132
CFIS_LSB.390.246.r,33.0,232.51084210300974
CFIS_LSB.390.247.r,33.5,233.8449639503441
CFIS_LSB.390.248.r,34.0,235.21249995826156
CFIS_LSB.390.249.r,34.5,236.6142499682612
CFIS_LSB.390.250.r,35.0,238.05104480848394
CFIS_LSB.390.251.r,35.5,239.5237476785857
CFIS_LSB.390.252.r,36.0,241.033255612459
CFIS_LSB.390.253.r,36.5,242.58050102387026
CFIS_LSB.390.254.r,37.0,244.16645334046402
CFIS_LSB.390.255.r,37.5,245.79212073200156
CFIS_LSB.390.256.r,38.0,247.45855193915284
CFIS_LSB.390.257.r,38.5,249.1668382096528
CFIS_LSB.390.258.r,39.0,250.91811534916764
CFIS_LSB.390.259.r,39.5,252.71356589479979
CFIS_LSB.390.260.r,40.0,254.55442141979432
CFIS_LSB.390.261.r,40.5,256.441964978703
CFIS_LSB.390.262.r,41.0,258.3775337030182
CFIS_LSB.390.263.r,41.5,260.3625215581148
CFIS_LSB.390.264.r,42.0,262.3983822732433
CFIS_LSB.390.265.r,42.5,264.4866324573051
CFIS_LSB.390.266.r,43.0,266.62885491422605
CFIS_LSB.390.267.r,43.5,268.8267021729346
CFIS_LSB.390.268.r,44.0,271.08190024825234
CFIS_LSB.390.269.r,44.5,273.396252650445
CFIS_LSB.391.238.r,29.0,223.52572026923409
CFIS_LSB.391.239.r,29.5,224.62080837981875
CFIS_LSB.391.240.r,30.0,225.74395525314367
CFIS_LSB.391.241.r,30.5,226.89575629011867
CFIS_LSB.391.242.r,31.0,228.0768291555971
CFIS_LSB.391.243.r,31.5,229.28781468803876
CFIS_LSB.391.244.r,32.0,230.52937785728986
CFIS_LSB.391.245.r,32.5,231.8022087733784
CFIS_LSB.391.246.r,33.0,233.10702374942773
CFIS_LSB.391.247.r,33.5,234.44456642201163
CFIS_LSB.391.248.r,34.0,235.81560893251353
CFIS_LSB.391.249.r,34.5,237.22095317330803
CFIS_LSB.391.250.r,35.0,238.66143210286467
CFIS_LSB.391.251.r,35.5,240.1379111341718
CFIS_LSB.391.252.r,36.0,241.65128960120887
CFIS_LSB.391.253.r,36.5,243.20250230854683
CFIS_LSB.391.254.r,37.0,244.7925211695421
CFIS_LSB.391.255.r,37.5,246.4223569390067
CFIS_LSB.391.256.r,38.0,248.09306104668914
CFIS_LSB.391.257.r,38.5,249.8057275383955
CFIS_LSB.391.258.r,39.0,251.5614951321142
CFIS_LSB.391.259.r,39.5,253.36154939709414
CFIS_LSB.391.260.r,40.0,255.20712506446048
CFIS_LSB.391.261.r,40.5,257.09950847864843
CFIS_LSB.391.262.r,41.0,259.04004019969256
CFIS_LSB.391.263.r,41.5,261.0301177672382
CFIS_LSB.391.264.r,42.0,263.07119863804655
CFIS_LSB.391.265.r,42.5,265.16480330975975
CFIS_LSB.391.266.r,43.0,267.31251864477537
CFIS_LSB.391.267.r,43.5,269.5160014092754
CFIS_LSB.391.268.r,44.0,271.7769820437607
CFIS_LSB.391.269.r,44.5,274.09726868288203
CFIS_LSB.392.238.r,29.0,224.09739730317074
CFIS_LSB.392.239.r,29.5,225.1952861506111
CFIS_LSB.392.240.r,30.0,226.3213055223333
CFIS_LSB.392.241.r,30.5,227.47605234201154
CFIS_LSB.392.242.r,31.0,228.66014585420476
CFIS_LSB.392.243.r,31.5,229.87422853634575
CFIS_LSB.392.244.r,32.0,231.1189670589709
CFIS_LSB.392.245.r,32.5,232.3950532970955
CFIS_LSB.392.246.r,33.0,233.70320539584569
CFIS_LSB.392.247.r,33.5,235.0441688936792
CFIS_LSB.392.248.r,34.0,236.41871790676547
CFIS_LSB.392.249.r,34.5,237.82765637835485
CFIS_LSB.392.250.r,35.0,239.2718193972454
CFIS_LSB.392.251.r,35.5,240.7520745897579
CFIS_LSB.392.252.r,36.0,242.26932358995876
CFIS_LSB.392.253.r,36.5,243.82450359322343
CFIS_LSB.392.254.r,37.0,245.41858899862024
CFIS_LSB.392.255.r,37.5,247.05259314601184
CFIS_LSB.392.256.r,38.0,248.72757015422542
CFIS_LSB.392.257.r,38.5,250.4446168671382
CFIS_LSB.392.258.r,39.0,252.2048749150608
CFIS_LSB.392.259.r,39.5,254.0095328993885
CFIS_LSB.392.260.r,40.0,255.85982870912662
CFIS_LSB.392.261.r,40.5,257.75705197859384
CFIS_LSB.392.262.r,41.0,259.702546696367
CFIS_LSB.392.263.r,41.5,261.69771397636157
CFIS_LSB.392.264.r,42.0,263.7440150028497
CFIS_LSB.392.265.r,42.5,265.8429741622144
CFIS_LSB.392.266.r,43.0,267.9961823753246
CFIS_LSB.392.267.r,43.5,270.2053006456163
CFIS_LSB.392.268.r,44.0,272.472063839269
CFIS_LSB.392.269.r,44.5,274.7982847153191
CFIS_LSB.393.238.r,29.0,224.6690743371074
CFIS_LSB.393.239.r,29.5,225.7697639214035
CFIS_LSB.393.240.r,30.0,226.8986557915229
CFIS_LSB.393.241.r,30.5,228.05634839390444
CFIS_LSB.393.242.r,31.0,229.24346255281242
CFIS_LSB.393.243.r,31.5,230.46064238465277
CFIS_LSB.393.244.r,32.0,231.70855626065196
CFIS_LSB.393.245.r,32.5,232.98789782081258
CFIS_LSB.393.246.r,33.0,234.29938704226367
CFIS_LSB.393.247.r,33.5,235.64377136534674
CFIS_LSB.393.248.r,34.0,237.02182688101743
CFIS_LSB.393.249.r,34.5,238.43435958340166
CFIS_LSB.393.250.r,35.0,239.88220669162612
CFIS_LSB.393.251.r,35.5,241.36623804534403
CFIS_LSB.393.252.r,36.0,242.88735757870867
CFIS_LSB.393.253.r,36.5,244.44650487790003
CFIS_LSB.393.254.r,37.0,246.04465682769836
CFIS_LSB.393.255.r,37.5,247.68282935301696
CFIS_LSB.393.256.r,38.0,249.36207926176172
CFIS_LSB.393.257.r,38.5,251.0835061958809
CFIS_LSB.393.258.r,39.0,252.84825469800737
CFIS_LSB.393.259.r,39.5,254.65751640168284
CFIS_LSB.393.260.r,40.0,256.5125323537928
CFIS_LSB.393.261.r,40.5,258.41459547853924
CFIS_LSB.393.262.r,41.0,260.3650531930414
CFIS_LSB.393.263.r,41.5,262.36531018548493
CFIS_LSB.393.264.r,42.0,264.4168313676529
CFIS_LSB.393.265.r,42.5,266.521145014669
CFIS_LSB.393.266.r,43.0,268.67984610587393
CFIS_LSB.393.267.r,43.5,270.89459988195716
CFIS_LSB.393.268.r,44.0,273.16714563477734
CFIS_LSB.394.238.r,29.0,225.24075137104404
CFIS_LSB.394.239.r,29.5,226.34424169219588
CFIS_LSB.394.240.r,30.0,227.47600606071254
CFIS_LSB.394.241.r,30.5,228.63664444579732
CFIS_LSB.394.242.r,31.0,229.8267792514201
CFIS_LSB.394.243.r,31.5,231.04705623295976
CFIS_LSB.394.244.r,32.0,232.298145462333
CFIS_LSB.394.245.r,32.5,233.58074234452965
CFIS_LSB.394.246.r,33.0,234.89556868868164
CFIS_LSB.394.247.r,33.5,236.2433738370143
CFIS_LSB.394.248.r,34.0,237.62493585526937
CFIS_LSB.394.249.r,34.5,239.0410627884485
CFIS_LSB.394.250.r,35.0,240.49259398600685
CFIS_LSB.394.251.r,35.5,241.98040150093016
CFIS_LSB.394.252.r,36.0,243.50539156745856
CFIS_LSB.394.253.r,36.5,245.0685061625766
CFIS_LSB.394.254.r,37.0,246.67072465677646
CFIS_LSB.394.255.r,37.5,248.3130655600221
CFIS_LSB.394.256.r,38.0,249.996588369298
CFIS_LSB.394.257.r,38.5,251.7223955246236
CFIS_LSB.394.258.r,39.0,253.49163448095396
CFIS_LSB.394.259.r,39.5,255.3054999039772
CFIS_LSB.394.260.r,40.0,257.1652359984589
CFIS_LSB.394.261.r,40.5,259.0721389784846
CFIS_LSB.394.262.r,41.0,261.0275596897158
CFIS_LSB.394.263.r,41.5,263.0329063946083
CFIS_LSB.394.264.r,42.0,265.0896477324561
CFIS_LSB.394.265.r,42.5,267.19931586712363
CFIS_LSB.394.266.r,43.0,269.36350983642325
CFIS_LSB.394.267.r,43.5,271.583899118298
CFIS_LSB.394.268.r,44.0,273.8622274302857
CFIS_LSB.395.238.r,29.0,225.81242840498072
CFIS_LSB.395.239.r,29.5,226.91871946298824
CFIS_LSB.395.240.r,30.0,228.05335632990216
CFIS_LSB.395.241.r,30.5,229.21694049769022
CFIS_LSB.395.242.r,31.0,230.41009595002777
CFIS_LSB.395.243.r,31.5,231.63347008126678
CFIS_LSB.395.244.r,32.0,232.88773466401406
CFIS_LSB.395.245.r,32.5,234.17358686824673
CFIS_LSB.395.246.r,33.0,235.49175033509962
CFIS_LSB.395.247.r,33.5,236.84297630868184
CFIS_LSB.395.248.r,34.0,238.22804482952134
CFIS_LSB.395.249.r,34.5,239.6477659934953
CFIS_LSB.395.250.r,35.0,241.10298128038758
CFIS_LSB.395.251.r,35.5,242.59456495651628
CFIS_LSB.395.252.r,36.0,244.12342555620845
CFIS_LSB.395.253.r,36.5,245.6905074472532
CFIS_LSB.395.254.r,37.0,247.29679248585458
CFIS_LSB.395.255.r,37.5,248.94330176702724
CFIS_LSB.395.256.r,38.0,250.6310974768343
CFIS_LSB.395.257.r,38.5,252.3612848533663
CFIS_LSB.395.258.r,39.0,254.13501426390053
CFIS_LSB.395.259.r,39.5,255.95348340627157
CFIS_LSB.395.260.r,40.0,257.81793964312504
CFIS_LSB.395.261.r,40.5,259.72968247843
CFIS_LSB.395.262.r,41.0,261.6900661863902
CFIS_LSB.395.263.r,41.5,263.70050260373165
CFIS_LSB.395.264.r,42.0,265.7624640972593
CFIS_LSB.395.265.r,42.5,267.87748671957826
CFIS_LSB.395.266.r,43.0,270.04717356697256
CFIS_LSB.395.267.r,43.5,272.27319835463885
CFIS_LSB.396.238.r,29.0,226.38410543891737
CFIS_LSB.396.239.r,29.5,227.49319723378062
CFIS_LSB.396.240.r,30.0,228.63070659909178
CFIS_LSB.396.241.r,30.5,229.7972365495831
CFIS_LSB.396.242.r,31.0,230.99341264863543
CFIS_LSB.396.243.r,31.5,232.2198839295738
CFIS_LSB.396.244.r,32.0,233.4773238656951
CFIS_LSB.396.245.r,32.5,234.7664313919638
CFIS_LSB.396.246.r,33.0,236.08793198151758
CFIS_LSB.396.247.r,33.5,237.44257878034938
CFIS_LSB.396.248.r,34.0,238.83115380377328
CFIS_LSB.396.249.r,34.5,240.25446919854213
CFIS_LSB.396.250.r,35.0,241.7133685747683
CFIS_LSB.396.251.r,35.5,243.20872841210237
CFIS_LSB.396.252.r,36.0,244.74145954495836
CFIS_LSB.396.253.r,36.5,246.3125087319298
CFIS_LSB.396.254.r,37.0,247.92286031493268
CFIS_LSB.396.255.r,37.5,249.57353797403238
CFIS_LSB.396.256.r,38.0,251.2656065843706
CFIS_LSB.396.257.r,38.5,253.000174182109
CFIS_LSB.396.258.r,39.0,254.77839404684713
CFIS_LSB.396.259.r,39.5,256.6014669085659
CFIS_LSB.396.260.r,40.0,258.4706432877912
CFIS_LSB.396.261.r,40.5,260.3872259783754
CFIS_LSB.396.262.r,41.0,262.3525726830646
CFIS_LSB.396.263.r,41.5,264.36809881285507
CFIS_LSB.396.264.r,42.0,266.43528046206245
CFIS_LSB.396.265.r,42.5,268.5556575720329
CFIS_LSB.396.266.r,43.0,270.7308372975218
CFIS_LSB.396.267.r,43.5,272.96249759097975
CFIS_LSB.397.238.r,29.0,226.95578247285403
CFIS_LSB.397.239.r,29.5,228.067675004573
CFIS_LSB.397.240.r,30.0,229.2080568682814
CFIS_LSB.397.241.r,30.5,230.377532601476
CFIS_LSB.397.242.r,31.0,231.5767293472431
CFIS_LSB.397.243.r,31.5,232.8062977778808
CFIS_LSB.397.244.r,32.0,234.06691306737613
CFIS_LSB.397.245.r,32.5,235.35927591568088
CFIS_LSB.397.246.r,33.0,236.68411362793557
CFIS_LSB.397.247.r,33.5,238.04218125201695
CFIS_LSB.397.248.r,34.0,239.43426277802524
CFIS_LSB.397.249.r,34.5,240.86117240358897
CFIS_LSB.397.250.r,35.0,242.32375586914904
CFIS_LSB.397.251.r,35.5,243.8228918676885
CFIS_LSB.397.252.r,36.0,245.35949353370825
CFIS_LSB.397.253.r,36.5,246.93451001660637
CFIS_LSB.397.254.r,37.0,248.5489281440108
CFIS_LSB.397.255.r,37.5,250.2037741810375
CFIS_LSB.397.256.r,38.0,251.90011569190688
CFIS_LSB.397.257.r,38.5,253.63906351085168
CFIS_LSB.397.258.r,39.0,255.42177382979372
CFIS_LSB.397.259.r,39.5,257.2494504108603
CFIS_LSB.397.260.r,40.0,259.1233469324573
CFIS_LSB.397.261.r,40.5,261.0447694783208
CFIS_LSB.397.262.r,41.0,263.015079179739
CFIS_LSB.397.263.r,41.5,265.0356950219784
CFIS_LSB.397.264.r,42.0,267.1080968268657
CFIS_LSB.397.265.r,42.5,269.2338284244875
CFIS_LSB.397.266.r,43.0,271.41450102807113
CFIS_LSB.397.267.r,43.5,273.6517968273206
CFIS_LSB.398.238.r,29.0,227.5274595067907
CFIS_LSB.398.239.r,29.5,228.64215277536536
CFIS_LSB.398.240.r,30.0,229.78540713747103
CFIS_LSB.398.241.r,30.5,230.95782865336886
CFIS_LSB.398.242.r,31.0,232.16004604585075
CFIS_LSB.398.243.r,31.5,233.3927116261878
CFIS_LSB.398.244.r,32.0,234.6565022690572
CFIS_LSB.398.245.r,32.5,235.95212043939796
CFIS_LSB.398.246.r,33.0,237.28029527435353
CFIS_LSB.398.247.r,33.5,238.64178372368448
CFIS_LSB.398.248.r,34.0,240.03737175227718
CFIS_LSB.398.249.r,34.5,241.46787560863578
CFIS_LSB.398.250.r,35.0,242.93414316352977
CFIS_LSB.398.251.r,35.5,244.43705532327462
CFIS_LSB.398.252.r,36.0,245.97752752245813
CFIS_LSB.398.253.r,36.5,247.55651130128297
CFIS_LSB.398.254.r,37.0,249.17499597308893
CFIS_LSB.398.255.r,37.5,250.83401038804263
CFIS_LSB.398.256.r,38.0,252.53462479944318
CFIS_LSB.398.257.r,38.5,254.2779528395944
CFIS_LSB.398.258.r,39.0,256.0651536127403
CFIS_LSB.398.259.r,39.5,257.89743391315466
CFIS_LSB.398.260.r,40.0,259.77605057712344
CFIS_LSB.398.261.r,40.5,261.7023129782662
CFIS_LSB.398.262.r,41.0,263.6775856764134
CFIS_LSB.398.263.r,41.5,265.7032912311018
CFIS_LSB.398.264.r,42.0,267.78091319166884
CFIS_LSB.398.265.r,42.5,269.91199927694214
CFIS_LSB.398.266.r,43.0,272.09816475862044
CFIS_LSB.398.267.r,43.5,274.34109606366144
CFIS_LSB.399.238.r,29.0,228.09913654072736
CFIS_LSB.399.239.r,29.5,229.21663054615775
CFIS_LSB.399.240.r,30.0,230.36275740666068
CFIS_LSB.399.241.r,30.5,231.53812470526177
CFIS_LSB.399.242.r,31.0,232.7433627444584
CFIS_LSB.399.243.r,31.5,233.9791254744948
CFIS_LSB.399.244.r,32.0,235.24609147073824
CFIS_LSB.399.245.r,32.5,236.54496496311506
CFIS_LSB.399.246.r,33.0,237.87647692077152
CFIS_LSB.399.247.r,33.5,239.24138619535202
CFIS_LSB.399.248.r,34.0,240.64048072652915
CFIS_LSB.399.249.r,34.5,242.07457881368262
CFIS_LSB.399.250.r,35.0,243.5445304579105
CFIS_LSB.399.251.r,35.5,245.05121877886074
CFIS_LSB.399.252.r,36.0,246.59556151120805
CFIS_LSB.399.253.r,36.5,248.17851258595957
CFIS_LSB.399.254.r,37.0,249.80106380216702
CFIS_LSB.399.255.r,37.5,251.46424659504777
CFIS_LSB.399.256.r,38.0,253.16913390697945
CFIS_LSB.399.257.r,38.5,254.9168421683371
CFIS_LSB.399.258.r,39.0,256.70853339568686
CFIS_LSB.399.259.r,39.5,258.545417415449
CFIS_LSB.399.260.r,40.0,260.4287542217896
CFIS_LSB.399.261.r,40.5,262.35985647821155
CFIS_LSB.399.262.r,41.0,264.34009217308784
CFIS_LSB.399.263.r,41.5,266.37088744022515
CFIS_LSB.399.264.r,42.0,268.453729556472
CFIS_LSB.399.265.r,42.5,270.59017012939677
CFIS_LSB.399.266.r,43.0,272.78182848916975
CFIS_LSB.400.238.r,29.0,228.670813574664
CFIS_LSB.400.239.r,29.5,229.79110831695013
CFIS_LSB.400.240.r,30.0,230.9401076758503
CFIS_LSB.400.241.r,30.5,232.11842075715464
CFIS_LSB.400.242.r,31.0,233.3266794430661
